# $0=time_ms	$1=step	$2=step_phase	$3=inhibit_i	$4=pitch	$5=roll	$6=tilt	$7=error	$8=ctrl	$9=ctrl_i_accu
27724	0	0	1	-0.1037766	0.1501164	0.0	0.0	0.1726149	0.1726149
27755	0	0	1	-0.5667754	-0.3819474	0.0	0.0	0.1726149	0.1726149
27774	0	0	1	-0.6327805	-0.05055351	0.0	0.0	0.1726149	0.1726149
27793	0	0	1	-0.7170525	0.1614915	0.0	0.0	0.1726149	0.1726149
27812	0	0	1	0.2858963	-0.1954386	0.0	0.0	0.1726149	0.1726149
27830	0	0	1	0.5157387	-1.524297	0.0	0.0	0.1726149	0.1726149
27845	0	0	1	1.191515	-1.454962	0.0	0.0	0.1726149	0.1726149
27863	0	0	1	-0.05367352	-0.8964613	0.0	0.0	0.1726149	0.1726149
27881	0	0	1	-0.01799879	-0.5025041	0.0	0.0	0.1726149	0.1726149
27901	0	0	1	0.247403	-0.1522116	0.0	0.0	0.1726149	0.1726149
27920	0	0	1	-0.08525515	-0.7749233	0.0	0.0	0.1726149	0.1726149
27934	0	0	1	-0.02749358	-0.9197868	0.0	0.0	0.1726149	0.1726149
27952	0	0	1	0.9259083	-0.4599236	0.0	0.0	0.1726149	0.1726149
27972	0	0	1	0.946769	-0.5697184	0.0	0.0	0.1726149	0.1726149
27991	0	0	1	-0.4510575	-0.6520714	0.0	0.0	0.1726149	0.1726149
28022	0.009036064	1	0	-0.3721304	-0.6168676	9.914156	0.0	0.1726149	0.1726149
28052	0.04322848	1	0	1.017727	-0.4738971	60.42958	18.58359	0.2374838	0.2374838
28072	0.1069726	1	0	0.08428776	-0.6506386	29.77525	-4.440579	0.2219833	0.2219833
28093	0.1725702	1	0	0.1202556	-0.5161469	25.78336	-3.102132	0.2111548	0.2111548
28113	0.2541338	1	0	1.336419	-0.654716	80.66442	19.04841	0.2776463	0.2776463
28133	0.3409739	1	0	0.2394468	-0.1635197	16.32557	-16.66142	0.219487	0.219487
28153	0.4335528	1	0	-0.04948449	0.08127716	-5.298041	-14.08428	0.1703236	0.1703236
28174	0.5285421	1	0	0.9530461	0.8107696	5.767958	-1.110363	0.1664476	0.1664476
28194	0.6271066	1	0	1.352301	0.05029428	52.74698	16.87414	0.2253495	0.2253495
28215	0.7163286	1	0	0.72549	0.1835752	21.95496	-5.120104	0.2074769	0.2074769
28235	0.7977315	1	0	0.47547	-0.2398867	28.98186	0.7014707	0.2099256	0.2099256
28268	0.8715733	1	0	0.8001245	-0.5785695	55.85543	10.14429	0.2453358	0.2453358
28293	0.9659327	1	0	0.4911432	-0.6837277	47.598	0.6941385	0.2477588	0.2477588
28314	0.9918436	1	0	0.4978216	-0.4619039	38.88246	-2.950908	0.2374582	0.2374582
28342	0.9994339	3	1	1.558865	-0.06494955	65.78313	8.810629	0.2374582	0.2374582
28363	0.9797457	3	1	1.656506	-0.03311278	68.44877	4.221883	0.2374582	0.2374582
28384	0.9422153	3	1	0.9820446	0.8610332	4.906808	-21.82264	0.2374582	0.2374582
28404	0.8900691	3	1	0.6978583	1.081353	-15.53174	-15.54702	0.2374582	0.2374582
28424	0.8201735	3	1	1.654725	-0.03961402	68.63936	25.24539	0.2374582	0.2374582
28445	0.741713	3	1	1.119239	0.884035	9.534288	-12.45628	0.2374582	0.2374582
28465	0.6545091	3	1	0.5007587	0.2878876	8.624179	-4.91722	0.2374582	0.2374582
28490	0.5569967	3	1	1.407846	1.074216	13.52705	-0.005278028	0.2374582	0.2374582
28511	0.4572139	3	1	0.2165564	0.9298813	-28.89837	-15.60938	0.2374582	0.2374582
28544	0.2879706	3	1	0.8236851	0.4291653	15.98417	10.76899	0.2374582	0.2374582
28564	0.2061042	3	1	0.05207123	-0.4578255	20.65799	5.681091	0.2374582	0.2374582
28585	0.1316271	3	1	-1.467611	-0.347895	-45.36426	-22.19827	0.2374582	0.2374582
28605	0.07430473	3	1	-0.8998135	-0.2329553	-27.01739	-1.416851	0.2374582	0.2374582
28634	0.01893356	3	1	0.6104591	-0.6928279	52.80119	28.84238	0.2374582	0.2374582
